"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","16/852","119/25730",0.134453781512605,4.06044107783959,6.19252479616752,2.02486665927039e-06,0.000181170342368538,0.000142883892301051,"Dcn/Synj2bp/Cd36/Pf4/Fbln5/Qki/Sema3e/Cldn5/Flt1/Zfp354c/Rgcc/Sulf1/Tgfb2/Vash1/Cx3cr1/Foxc1",16
"GO:1990868","GO:1990868","response to chemokine","14/852","93/25730",0.150537634408602,4.54616588419405,6.34001724358378,2.24573938672385e-06,0.000192223443337154,0.000151601158426098,"Ccl24/Ccl7/Ackr3/Ccl11/Ccl12/Ackr2/Ccl9/Ccr1/Cx3cr1/Cxcr4/Foxc1/Ccl6/Cxcl13/Lox",14
"GO:1990869","GO:1990869","cellular response to chemokine","14/852","93/25730",0.150537634408602,4.54616588419405,6.34001724358378,2.24573938672385e-06,0.000192223443337154,0.000151601158426098,"Ccl24/Ccl7/Ackr3/Ccl11/Ccl12/Ackr2/Ccl9/Ccr1/Cx3cr1/Cxcr4/Foxc1/Ccl6/Cxcl13/Lox",14
"GO:1901343","GO:1901343","negative regulation of vasculature development","16/852","120/25730",0.133333333333333,4.02660406885759,6.14985625054985,2.26558823685326e-06,0.000192223443337154,0.000151601158426098,"Dcn/Synj2bp/Cd36/Pf4/Fbln5/Qki/Sema3e/Cldn5/Flt1/Zfp354c/Rgcc/Sulf1/Tgfb2/Vash1/Cx3cr1/Foxc1",16
"GO:0050867","GO:0050867","positive regulation of cell activation","33/852","406/25730",0.0812807881773399,2.45464164296122,5.46734399483241,2.32549687946717e-06,0.0001939622058281,0.000152972470911605,"Cav1/Bmi1/Cd200/Mef2c/Cbfb/Atp11c/Dpp4/B2m/Tlr4/Clec4d/Wnt5a/Bst1/Ccn2/Acta2/Vcam1/Cd86/Il33/Prlr/Anxa1/Pdpn/Slc39a10/Cd55/Cd226/Mdk/Gpr65/Clec7a/Vsir/Stap1/Ctsc/Shld3/Cd83/Spi1/Klrk1",33
"GO:0002237","GO:0002237","response to molecule of bacterial origin","36/852","465/25730",0.0774193548387097,2.33802816901408,5.38834755963835,2.52392637449718e-06,0.000203305868831057,0.000160341551969563,"Selenof/Cd200/Cd36/Pf4/Mef2c/Abcb1a/Thbd/Cmpk2/Slpi/Plscr4/B2m/Tlr4/C2/Mgst1/Wnt5a/Gbp2/Ankrd1/F2r/Kcnj8/Cd86/Gbp6/Plscr2/Mir15a/Cd55/Cx3cr1/Ptgfr/Igtp/Stap1/Casp1/Gpx1/Casp4/Spi1/Cxcl13/Irgm2/Cd14/Klrk1",36
"GO:0009306","GO:0009306","protein secretion","36/852","465/25730",0.0774193548387097,2.33802816901408,5.38834755963835,2.52392637449718e-06,0.000203305868831057,0.000160341551969563,"Bmal1/Selenot/Cd200/Nek7/Slc16a1/Mpc2/Clock/Cavin1/Rsad2/Dph3/Vegfc/Gja5/Tlr4/Serp1/Cyp51/Dynll1/Lepr/Cltrn/Sncg/Ins1/Ankrd1/F2r/Kcnj8/Hmgn3/Ildr2/Tgfb2/Anxa1/Gnao1/Mafa/Inhbb/Slc30a8/Cpe/Casp1/Gcg/Adra2a/Ndufaf2",36
"GO:0001562","GO:0001562","response to protozoan","10/852","47/25730",0.212765957446809,6.42543202477275,6.88943962810963,2.56146390317527e-06,0.000203305868831057,0.000160341551969563,"Iigp1/Pf4/Arg1/Gbp2/Ier3/Tgtp1/Gbp6/Igtp/Irgm2/Tgtp2",10
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","36/852","466/25730",0.0772532188841202,2.33301094118358,5.37401822834521,2.65065191107348e-06,0.00020704536594274,0.000163290786902722,"Ndufb4/Ndufb1/Cycs/mt-Nd3/mt-Nd2/Cox7b/mt-Atp8/Cox6c/Ptges3/Ppp1r2/mt-Co1/Dnajc15/Cd36/mt-Nd1/Mpc2/Ndufb8/Uqcrb/Pdp1/mt-Cytb/Cavin3/Atp5pf/Ppp1cb/Uqcrq/Ndufc2/Pcdh12/Ppp1r3c/Adgrf5/mt-Nd4/Lepr/Ier3/1700066M21Rik/Ins1/Mrps36/Lipa/Oas1a/Phkg1",36
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","13/852","82/25730",0.158536585365854,4.78773044772701,6.3574471400435,2.8403822511686e-06,0.000218398766531261,0.000172244890790438,"Ccl24/Ccl7/Ackr3/Ccl11/Ccl12/Ackr2/Ccl9/Ccr1/Cx3cr1/Cxcr4/Foxc1/Ccl6/Cxcl13",13
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","36/852","468/25730",0.0769230769230769,2.3230408089563,5.34546906285048,2.92194651926201e-06,0.000221213828019821,0.000174465049660227,"Bmal1/Selenot/Cd200/Nek7/Slc16a1/Mpc2/Clock/Cavin1/Rsad2/Dph3/Vegfc/Gja5/Tlr4/Serp1/Cyp51/Dynll1/Lepr/Cltrn/Sncg/Ins1/Ankrd1/F2r/Kcnj8/Hmgn3/Ildr2/Tgfb2/Anxa1/Gnao1/Mafa/Inhbb/Slc30a8/Cpe/Casp1/Gcg/Adra2a/Ndufaf2",36
"GO:0034341","GO:0034341","response to type II interferon","18/852","152/25730",0.118421052631579,3.57626019273536,5.89524345258738,3.07267421708374e-06,0.000229100451852562,0.000180685005396934,"Gimap6/Cd200/Ifitm2/Calm2/Tlr4/Arg1/Wnt5a/Gbp2/Tgtp1/Ifngr1/Ifitm6/Gbp6/Slc30a8/Igtp/Casp1/Irgm2/Rab7b/Ifitm1",18
"GO:0007596","GO:0007596","blood coagulation","21/852","202/25730",0.103960396039604,3.13955515269837,5.64955569377873,3.96122758417248e-06,0.000290943297637504,0.000229458697609488,"Cav1/Tmx1/Cd36/Pf4/Prrg1/Thbd/Fgl2/Plat/Lnpk/Fundc2/Tlr4/Tfpi/F2r/Pdpn/P2ry12/Anxa8/Pros1/Fbln1/Tfpi2/Adra2a/Serpine2",21
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","19/852","171/25730",0.111111111111111,3.35550339071466,5.71917491335206,4.2777950720541e-06,0.000309573963964385,0.000244152173849279,"Pecam1/Rarres2/Cxcl14/Plvap/Jam2/Pdgfd/Vegfc/Ccl24/Wnt5a/Ccl7/Ccl12/P2ry12/Rtn4/Ccr1/Cx3cr1/Mdk/Spi1/Cxcl13/Lyve1",19
"GO:0045446","GO:0045446","endothelial cell differentiation","16/852","127/25730",0.125984251968504,3.80466526191268,5.86355478069325,4.80612728850109e-06,0.000342767425894404,0.000270330912474501,"Rap1a/Pecam1/Rap1b/S1pr1/Kdr/Abcb1b/Tmem100/Cldn5/Barx1/Lipa/Pdpn/Sox17/Hey1/Cxcr4/Fzd2/Gpx1",16
"GO:0050817","GO:0050817","coagulation","21/852","205/25730",0.102439024390244,3.09361044314668,5.56946463000511,4.99928585868458e-06,0.000351449795865526,0.000277178450540903,"Cav1/Tmx1/Cd36/Pf4/Prrg1/Thbd/Fgl2/Plat/Lnpk/Fundc2/Tlr4/Tfpi/F2r/Pdpn/P2ry12/Anxa8/Pros1/Fbln1/Tfpi2/Adra2a/Serpine2",21
"GO:0007599","GO:0007599","hemostasis","21/852","206/25730",0.101941747572816,3.07859291672364,5.543093500863,5.39657657522262e-06,0.000374035962347472,0.000294991517165986,"Cav1/Tmx1/Cd36/Pf4/Prrg1/Thbd/Fgl2/Plat/Lnpk/Fundc2/Tlr4/Tfpi/F2r/Pdpn/P2ry12/Anxa8/Pros1/Fbln1/Tfpi2/Adra2a/Serpine2",21
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","22/852","226/25730",0.0973451327433628,2.9397773069093,5.42032669407988,6.87403428527862e-06,0.000469821148859113,0.000370534567395063,"Pecam1/Dcn/Kdr/Pdgfd/Tmem100/Sema3e/Flt1/Wnt5a/Iapp/Ins1/F2r/Gcnt2/Pdgfc/Tgfb2/Il33/P2ry12/Rtn4/Nox4/Pros1/Cx3cr1/Adra2a/Gpx1",22
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","12/852","76/25730",0.157894736842105,4.76834692364715,6.08840660298498,7.12193819375318e-06,0.000480096682896704,0.000378638588613814,"Cycs/mt-Nd3/mt-Nd2/Cox7b/Dnajc15/mt-Nd1/Ndufb8/Uqcrb/mt-Cytb/Uqcrq/Ndufc2/mt-Nd4",12
"GO:0002040","GO:0002040","sprouting angiogenesis","17/852","147/25730",0.115646258503401,3.49246271278464,5.60835015854891,7.91101790120507e-06,0.000526082690430137,0.000414906443837028,"Clec14a/Pdcd10/Aplnr/Synj2bp/Kdr/Esm1/Sema3e/Rhoj/Vegfc/Flt1/Zfp354c/Fgf1/Anxa1/Rtn4/Fgfbp1/Flt4/Ramp2",17
"GO:0003171","GO:0003171","atrioventricular valve development","8/852","33/25730",0.242424242424242,7.3210983070138,6.7240637367445,9.30432629528926e-06,0.000598471381841463,0.000471997344324425,"Aplnr/Lix1l/Gja5/Tgfb2/Efna1/Hey1/Bmp2/Ccn1",8
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","12/852","78/25730",0.153846153846154,4.6460816179126,5.9681068648001,9.38513523318857e-06,0.000598471381841463,0.000471997344324425,"Cycs/mt-Nd3/mt-Nd2/Cox7b/Dnajc15/mt-Nd1/Ndufb8/Uqcrb/mt-Cytb/Uqcrq/Ndufc2/mt-Nd4",12
"GO:0042832","GO:0042832","defense response to protozoan","9/852","43/25730",0.209302325581395,6.32083196855552,6.46220302433102,9.40661210381516e-06,0.000598471381841463,0.000471997344324425,"Iigp1/Pf4/Arg1/Gbp2/Tgtp1/Gbp6/Igtp/Irgm2/Tgtp2",9
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","17/852","149/25730",0.114093959731544,3.44558401865331,5.54039185566484,9.48603287617031e-06,0.000598471381841463,0.000471997344324425,"Cd200/Rarres2/Cxcl14/Jam2/Pdgfd/Nbl1/Wnt5a/Ccl7/P2ry12/Rtn4/Ccr1/Cx3cr1/Mdk/Stap1/Spi1/Cxcl13/Klrk1",17
"GO:0045669","GO:0045669","positive regulation of osteoblast differentiation","12/852","80/25730",0.15,4.52992957746479,5.8518187904765,1.22546038229357e-05,0.000756855634068272,0.000596910495900431,"Wwtr1/Mef2c/Tmem119/Ifi204/Npnt/Hey1/Bmp2/Nell1/Sfrp2/Ccn1/Bmpr1b/Ifitm1",12
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","30/852","381/25730",0.078740157480315,2.37791578869543,5.01450729838968,1.23040948436216e-05,0.000756855634068272,0.000596910495900431,"Cav1/Bmi1/Cd200/Mef2c/Cbfb/Atp11c/Dpp4/B2m/Tlr4/Clec4d/Wnt5a/Bst1/Vcam1/Cd86/Il33/Prlr/Anxa1/Slc39a10/Cd55/Cd226/Mdk/Gpr65/Clec7a/Vsir/Stap1/Ctsc/Shld3/Cd83/Spi1/Klrk1",30
"GO:0043491","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","29/852","367/25730",0.0790190735694823,2.38633892364176,4.95023318589291,1.60017299261018e-05,0.000972154481066013,0.00076671056838905,"Pecam1/Dcn/Kdr/Cavin3/Prex2/Dipk2a/Pdgfd/Tmem100/Sema3e/Flt1/Wnt5a/Iapp/Rgcc/Ins1/F2r/Gcnt2/Pdgfc/Tgfb2/Il33/P2ry12/BC028528/Rtn4/Nox4/Pros1/Cx3cr1/Adra2a/Gpx1/Lox/Serpine2",29
"GO:0014015","GO:0014015","positive regulation of gliogenesis","13/852","96/25730",0.135416666666667,4.08951975743349,5.61231350121829,1.67891432583676e-05,0.00099692395028576,0.000786245543739205,"Enpp2/Qki/Vegfc/Flt1/Cysltr1/Id2/Il33/Rtn4/Mdk/Cxcr4/Bmp2/Plag1/Serpine2",13
"GO:0001937","GO:0001937","negative regulation of endothelial cell proliferation","9/852","46/25730",0.195652173913043,5.9086037966932,6.1663629462984,1.68146083872624e-05,0.00099692395028576,0.000786245543739205,"Cav1/Pdcd10/Cav2/Synj2bp/Mef2c/Flt1/Rgcc/Sulf1/Vash1",9
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","26/852","312/25730",0.0833333333333333,2.51662754303599,4.98780041789456,1.74342901584276e-05,0.00102135883178121,0.000805516639274717,"Cd200/Cd36/Pf4/Mef2c/Abcb1a/Cmpk2/Plscr4/B2m/Tlr4/Wnt5a/Gbp2/Ankrd1/Cd86/Gbp6/Plscr2/Mir15a/Cd55/Cx3cr1/Igtp/Stap1/Casp1/Spi1/Cxcl13/Irgm2/Cd14/Klrk1",26
"GO:0070167","GO:0070167","regulation of biomineral tissue development","14/852","111/25730",0.126126126126126,3.80894979486529,5.48842708244942,1.83722438969704e-05,0.00105366468565652,0.000830995346691532,"Rflnb/S1pr1/Mgp/Mef2c/Tmem119/Srgn/Gpm6b/Aspn/Ccr1/Hey1/Bmp2/Nell1/Ccn1/Bmpr1b",14
"GO:0035455","GO:0035455","response to interferon-alpha","8/852","36/25730",0.222222222222222,6.71100678142932,6.34558382460928,1.8571406337799e-05,0.00105366468565652,0.000830995346691532,"Ifitm2/Ifi204/Tgtp1/Ifit1/Ifitm6/Ifit2/Oas1a/Ifitm1",8
"GO:0022904","GO:0022904","respiratory electron transport chain","13/852","97/25730",0.134020618556701,4.04735975993418,5.564592882667,1.88075670247461e-05,0.00105366468565652,0.000830995346691532,"Cycs/mt-Nd3/mt-Nd2/Cox7b/mt-Co1/Dnajc15/mt-Nd1/Ndufb8/Uqcrb/mt-Cytb/Uqcrq/Ndufc2/mt-Nd4",13
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","15/852","126/25730",0.119047619047619,3.59518220433713,5.404092037595,1.8842205311476e-05,0.00105366468565652,0.000830995346691532,"Ndufb4/Ndufb1/Atp5mg/mt-Nd3/mt-Nd2/mt-Atp8/Nme2/mt-Nd1/Ndufb8/Cmpk2/Atp5pf/Ndufc2/mt-Nd4/Lipa/Tmsb4x",15
"GO:0006605","GO:0006605","protein targeting","24/852","277/25730",0.0866425992779783,2.61656582091829,5.00595921736152,1.92561404776634e-05,0.00106471311562451,0.000839708928931344,"Sec61g/Tomm20/Tomm5/Lypla1/Synj2bp/Ywhaq/Immp1l/Sec61b/Arl6/Ssr3/Lamp2/Prnp/Ppp1r3c/Rtp4/Gbp2/Tram1/Stom/Arl6ip1/Arxes2/Zdhhc2/4930550C14Rik/Igtp/Gdap1/Irgm2",24
"GO:0071216","GO:0071216","cellular response to biotic stimulus","28/852","352/25730",0.0795454545454545,2.4022353819889,4.90215541353579,1.97599770140046e-05,0.00108043163206574,0.000852105675446022,"Tmco1/Cd200/Cd36/Pf4/Mef2c/Abcb1a/Cmpk2/Plscr4/B2m/Tlr4/Wnt5a/Gbp2/Ankrd1/Cd86/Gbp6/Plscr2/Mir15a/Cd55/Cx3cr1/Igtp/Clec7a/Stap1/Casp1/Spi1/Cxcl13/Irgm2/Cd14/Klrk1",28
"GO:0015986","GO:0015986","proton motive force-driven ATP synthesis","11/852","71/25730",0.154929577464789,4.67880050254579,5.74432584639333,2.05505812016909e-05,0.0011113121988299,0.000876460299486805,"Ndufb4/Ndufb1/Atp5mg/mt-Nd3/mt-Nd2/mt-Atp8/mt-Nd1/Ndufb8/Atp5pf/Ndufc2/mt-Nd4",11
"GO:0035634","GO:0035634","response to stilbenoid","7/852","27/25730",0.259259259259259,7.82950791166753,6.57056786863824,2.11751048372274e-05,0.00112105198443503,0.000884141791166102,"Idi1/Cd36/Akr1c14/Hba-a1/Kcnj8/Ifit3/Saa3",7
"GO:0050878","GO:0050878","regulation of body fluid levels","30/852","392/25730",0.076530612244898,2.31118855993101,4.84111654655237,2.11863106182601e-05,0.00112105198443503,0.000884141791166102,"Cav1/Aqp1/Tmx1/Aplnr/Cd36/Pf4/Prrg1/Abcb1a/Thbd/Fgl2/Plat/Lnpk/Fundc2/Gja5/Tlr4/Nkx2-3/Tfpi/F2r/Has2/Prlr/Pdpn/P2ry12/Btc/Anxa8/Pros1/Fbln1/Tfpi2/Adra2a/Ptpro/Serpine2",30
"GO:0050729","GO:0050729","positive regulation of inflammatory response","18/852","176/25730",0.102272727272727,3.08858834827145,5.14521181989148,2.37736286242064e-05,0.00124457474957148,0.000981560680150603,"Fabp4/Ets1/Nek7/Clock/Pde5a/Ccl24/Tlr4/Wnt5a/Gbp2/Ccl7/Il33/Casp12/Ccr1/Mdk/Stap1/Casp1/Ctsc/Casp4",18
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","14/852","114/25730",0.12280701754386,3.70871427394778,5.36393472069613,2.49339049715017e-05,0.00129157627752379,0.00101862944742301,"Ndufb4/Ndufb1/Atp5mg/mt-Nd3/mt-Nd2/mt-Atp8/Nme2/mt-Nd1/Ndufb8/Atp5pf/Ndufc2/mt-Nd4/Lipa/Tmsb4x",14
"GO:0007249","GO:0007249","canonical NF-kappaB signal transduction","26/852","319/25730",0.0815047021943574,2.46140374115119,4.86046922157099,2.55637138113868e-05,0.00131040662151911,0.00103348040375639,"Cav1/Cd200/Cd36/Irak1bp1/Lims1/Prdx1/Tlr4/Clec4d/Wnt5a/Lamtor5/Ccl7/Ins1/Trim59/F2r/S100a4/S100a13/Lpar1/Ccr1/Cx3cr1/Igtp/Tmsb4x/Clec7a/Casp1/Eda2r/Spi1/Irgm2",26
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","26/852","320/25730",0.08125,2.45371185446009,4.84255439494513,2.69702268879235e-05,0.00136825243830383,0.00107910175296554,"Pecam1/Dcn/Kdr/Cavin3/Dipk2a/Pdgfd/Tmem100/Sema3e/Flt1/Wnt5a/Iapp/Ins1/F2r/Gcnt2/Pdgfc/Tgfb2/Il33/P2ry12/Rtn4/Nox4/Pros1/Cx3cr1/Adra2a/Gpx1/Lox/Serpine2",26
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","14/852","115/25730",0.121739130434783,3.6764645846091,5.32337131780633,2.75381004625529e-05,0.00138280604465534,0.00109057976804976,"Ndufb4/Ndufb1/Atp5mg/mt-Nd3/mt-Nd2/mt-Atp8/Nme2/mt-Nd1/Ndufb8/Atp5pf/Ndufc2/mt-Nd4/Lipa/Tmsb4x",14
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","13/852","101/25730",0.128712871287129,3.88706828429322,5.37991521345442,2.91653897605071e-05,0.0014497260910248,0.00114335770384891,"Rarres2/Cxcl14/Jam2/Pdgfd/Wnt5a/Ccl7/P2ry12/Rtn4/Ccr1/Cx3cr1/Mdk/Spi1/Cxcl13",13
"GO:0042886","GO:0042886","amide transport","31/852","419/25730",0.0739856801909308,2.23433280670499,4.71420159788183,2.98111371010249e-05,0.00146190790444812,0.00115296515335998,"Bmal1/Aqp1/Selenot/Sgpp1/Slc16a1/Mpc2/Clock/Abcb1a/Slc33a1/Abcb1b/Slc25a40/Serp1/Mgst1/Dynll1/Lepr/Cltrn/Hmgn3/Ildr2/Anxa1/Slc16a10/Gnao1/Mafa/Inhbb/Slc30a8/Cpe/Gcg/Adra2a/Cdh17/Rab8b/Ndufaf2/Abcd2",31
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","15/852","131/25730",0.114503816793893,3.45796150951511,5.21942599899922,3.00046125481122e-05,0.00146190790444812,0.00115296515335998,"Rarres2/Cxcl14/Nbl1/Dpp4/Vegfc/Wnt5a/Ccl7/Bst1/Ccr1/Cx3cr1/Mdk/Stap1/Spi1/Cxcl13/Klrk1",15
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","26/852","323/25730",0.0804953560371517,2.43092196107502,4.7892117082931,3.16196111319933e-05,0.00152549123902489,0.00120311151954241,"Cd200/Cd36/Pf4/Mef2c/Abcb1a/Cmpk2/Plscr4/B2m/Tlr4/Wnt5a/Gbp2/Ankrd1/Cd86/Gbp6/Plscr2/Mir15a/Cd55/Cx3cr1/Igtp/Stap1/Casp1/Spi1/Cxcl13/Irgm2/Cd14/Klrk1",26
"GO:0040013","GO:0040013","negative regulation of locomotion","28/852","363/25730",0.0771349862258953,2.32944037041348,4.72075150017028,3.43289487436724e-05,0.00164012385211274,0.00129351899865018,"Cav1/Pdcd10/Dcn/Cd200/Synj2bp/Rhob/Igfbp3/Mef2c/Stk26/Nbl1/Dpp4/Cldn5/Wnt5a/Dpep1/Rgcc/Sulf1/Cdh11/Il33/Vash1/Cx3cr1/Sema3a/Fbln1/Arhgdib/Stap1/Sfrp2/Cxcl13/Klrk1/Ifitm1",28
"GO:2000146","GO:2000146","negative regulation of cell motility","27/852","344/25730",0.0784883720930233,2.37031198820832,4.73505534692686,3.48888115751967e-05,0.00165084463232253,0.00130197417285172,"Cav1/Pdcd10/Dcn/Cd200/Synj2bp/Rhob/Igfbp3/Mef2c/Stk26/Nbl1/Dpp4/Cldn5/Dpep1/Rgcc/Sulf1/Cdh11/Il33/Vash1/Cx3cr1/Sema3a/Fbln1/Arhgdib/Stap1/Sfrp2/Cxcl13/Klrk1/Ifitm1",27
"GO:0002367","GO:0002367","cytokine production involved in immune response","15/852","133/25730",0.112781954887218,3.40596208831939,5.14805982440747,3.58920466460511e-05,0.00165574520668131,0.00130583911636146,"Cd36/Rsad2/B2m/Tril/Tlr4/Arg1/Wnt5a/Tgfb2/Rtn4/Cd55/Cd226/Clec7a/Vsir/Casp1/Casp4",15
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","15/852","133/25730",0.112781954887218,3.40596208831939,5.14805982440747,3.58920466460511e-05,0.00165574520668131,0.00130583911636146,"Cd36/Rsad2/B2m/Tril/Tlr4/Arg1/Wnt5a/Tgfb2/Rtn4/Cd55/Cd226/Clec7a/Vsir/Casp1/Casp4",15
"GO:0006754","GO:0006754","ATP biosynthetic process","13/852","103/25730",0.12621359223301,3.81159123022927,5.29109338962999,3.60017754754928e-05,0.00165574520668131,0.00130583911636146,"Ndufb4/Ndufb1/Atp5mg/mt-Nd3/mt-Nd2/mt-Atp8/mt-Nd1/Ndufb8/Atp5pf/Ndufc2/mt-Nd4/Lipa/Tmsb4x",13
"GO:0006909","GO:0006909","phagocytosis","22/852","252/25730",0.0873015873015873,2.63646694984723,4.83112596847985,3.76469735565207e-05,0.00169963997129943,0.00134045766782126,"Gulp1/Rap1a/Pecam1/Colec12/Cd36/Tlr4/C2/Lepr/Cd5l/Cd302/Srpx/Timd4/Rab31/Anxa1/Rab39/Pros1/C1s1/Clec7a/Stap1/Msr1/Rab7b/C1ra",22
"GO:1903828","GO:1903828","negative regulation of protein localization","22/852","252/25730",0.0873015873015873,2.63646694984723,4.83112596847985,3.76469735565207e-05,0.00169963997129943,0.00134045766782126,"Cops9/Lypla1/Pkia/Cd200/Cd36/Rsad2/Dph3/Mdfic/Gpm6b/Cyp51/Abhd17b/Ins1/F2r/Anxa1/Gnao1/Inhbb/Igtp/Astn2/Adra2a/Spi1/Irgm2/Ndufaf2",22
"GO:0043534","GO:0043534","blood vessel endothelial cell migration","15/852","134/25730",0.111940298507463,3.38054446079462,5.1128866487528,3.91999416948495e-05,0.00175366284618504,0.00138306397156852,"Clec14a/Pdcd10/Ets1/Mef2c/Kdr/Rhoj/Vegfc/Rgcc/Anxa1/Vash1/Fgfbp1/Efna1/Cxcr4/Tmsb4x/Gpx1",15
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","14/852","119/25730",0.117647058823529,3.55288594310964,5.16553303998051,4.04984645288694e-05,0.00178272103255677,0.00140598133606495,"Ndufb4/Ndufb1/Atp5mg/mt-Nd3/mt-Nd2/mt-Atp8/Nme2/mt-Nd1/Ndufb8/Atp5pf/Ndufc2/mt-Nd4/Lipa/Tmsb4x",14
"GO:0033625","GO:0033625","positive regulation of integrin activation","5/852","13/25730",0.384615384615385,11.6152040447815,7.08456826519218,4.05740206556307e-05,0.00178272103255677,0.00140598133606495,"Rap1b/P2ry12/Rasip1/Cxcl13/Cdh17",5
"GO:0030336","GO:0030336","negative regulation of cell migration","26/852","328/25730",0.0792682926829268,2.39386522386351,4.7016172158995,4.09973224686123e-05,0.00178537897228355,0.00140807757747344,"Cav1/Pdcd10/Dcn/Cd200/Synj2bp/Rhob/Igfbp3/Mef2c/Stk26/Nbl1/Dpp4/Cldn5/Dpep1/Rgcc/Sulf1/Cdh11/Il33/Vash1/Cx3cr1/Sema3a/Arhgdib/Stap1/Sfrp2/Cxcl13/Klrk1/Ifitm1",26
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","7/852","30/25730",0.233333333333333,7.04655712050078,6.13233320764291,4.45151278155898e-05,0.00192156968403963,0.00151548731538393,"mt-Nd3/mt-Nd2/Dnajc15/mt-Nd1/Ndufb8/Ndufc2/mt-Nd4",7
"GO:0030500","GO:0030500","regulation of bone mineralization","12/852","91/25730",0.131868131868132,3.98235567249652,5.27415768208364,4.60321711896394e-05,0.00196235820400972,0.00154765606010413,"Rflnb/S1pr1/Mgp/Mef2c/Tmem119/Srgn/Gpm6b/Ccr1/Bmp2/Nell1/Ccn1/Bmpr1b",12
"GO:0050728","GO:0050728","negative regulation of inflammatory response","18/852","185/25730",0.0972972972972973,2.93833269889608,4.89648864841185,4.6257580098583e-05,0.00196235820400972,0.00154765606010413,"Pdcd10/Cd200/Ets1/Wfdc1/Pf4/Ptgis/Ctla2a/Ier3/Ins1/Pbk/Metrnl/Il33/Cx3cr1/Mdk/Igtp/Tmsb4x/Gpx1/Irgm2",18
"GO:0022900","GO:0022900","electron transport chain","13/852","106/25730",0.122641509433962,3.70371600673222,5.16195318038196,4.88693533878643e-05,0.00205543664975795,0.00162106438093617,"Cycs/mt-Nd3/mt-Nd2/Cox7b/mt-Co1/Dnajc15/mt-Nd1/Ndufb8/Uqcrb/mt-Cytb/Uqcrq/Ndufc2/mt-Nd4",13
"GO:0001818","GO:0001818","negative regulation of cytokine production","26/852","333/25730",0.0780780780780781,2.35792130158327,4.61560916994467,5.28121011950345e-05,0.00220244364390479,0.00173700461290002,"Cd200/Cd34/Rnf125/Srgn/Qki/Prnp/Tlr4/Flt1/Arg1/Rgcc/Ccl7/Il1r2/Tgfb2/Il33/Anxa1/Vsig4/Ccr1/Inhbb/Cx3cr1/Fbln1/Igtp/Vsir/Oas1a/Cd83/Irgm2/Abcd2",26
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","13/852","107/25730",0.121495327102804,3.669101838445,5.11994816445157,5.39671978106158e-05,0.00223170235652135,0.00176008012673808,"Wwtr1/Qki/Rgcc/Gcnt2/Tgfb2/Pdpn/Mark1/Efna1/Mdk/Foxc1/Bmp2/Glipr2/Sfrp2",13
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","10/852","66/25730",0.151515151515152,4.57568644188362,5.38260786139905,5.91760110959691e-05,0.00242670958836053,0.00191387677991963,"Ndufb4/Ndufb1/mt-Nd3/mt-Nd2/mt-Atp8/mt-Nd1/Ndufb8/Atp5pf/Ndufc2/mt-Nd4",10
"GO:0072001","GO:0072001","renal system development","29/852","395/25730",0.0734177215189873,2.21718072145956,4.51145549763998,6.10922126059455e-05,0.00247337655411614,0.00195068168751028,"Wwtr1/Aqp1/Pecam1/Bmi1/Gimap6/Cd34/C1galt1/Mef2c/Pdgfd/Wnt5a/Tbx18/Id2/Id3/Acta2/Sulf1/Rdh10/Kcnj8/Has2/Tgfb2/Fgf1/Npnt/BC028528/Sox17/Hey1/Cxcr4/Foxc1/Bmp2/Cdkn1c/Ptpro",29
